10:11	마태복음 10:14, 누가복음 9:5, 사도행전 13:50-51, 사도행전 18:5-6
10:12	마태복음 11:24
10:13	마가복음 8:22-26, 누가복음 9:10-11, 누가복음 9:16-17, 마태복음 11:21-23
10:15	요한복음 4:46-54
10:16	마태복음 10:40, 마태복음 18:5, 마가복음 9:37, 누가복음 9:48, 요한복음 13:20, 출애굽기 16:8, 요한복음 5:23, 요한복음 12:48, 요한복음 15:23
10:17	누가복음 9:1, 사도행전 16:17-18
10:18	요한복음 12:31, 요한복음 16:11, 히브리서 2:14, 요한 계시록 12:7-9
10:19	에스겔 2:6, 시편 91:13
10:20	출애굽기 32:32, 다니엘 12:1, 빌립보서 4:3, 히브리서 12:22-23, 요한 계시록 3:5, 요한 계시록 13:8
10:21	고린도 전서 1:19, 고린도 전서 2:6, 마태복음 11:25-26
10:22	마태복음 11:27, 요한복음 1:18, 요한복음 6:46, 요한복음 10:15, 고린도 후서 4:6
10:23	마태복음 13:16-17
10:24	베드로 전서 1:10-11
10:25	마태복음 19:16, 마가복음 10:17, 누가복음 18:18
10:27	신명기 6:5, 신명기 10:12, 여호수아 22:5, 레위기 19:18, 마태복음 19:19, 마태복음 22:36-39, 마가복음 12:29-31, 로마서 13:9, 갈라디아서 5:14, 야고보서 2:8
10:28	레위기 18:5, 에스겔 20:11, 요한복음 17:3, 로마서 10:5, 갈라디아서 3:12
10:29	누가복음 16:15
10:33	요한복음 4:9
10:36	마태복음 19:19
10:37	잠언 14:21, 욥기 6:14, 호세아 6:6, 누가복음 6:36, 요한복음 13:17, 갈라디아서 6:10, 에베소서 4:32
10:38	요한복음 11:1, 요한복음 12:2
10:42	마태복음 6:25, 마태복음 6:33, 마태복음 4:4
11:2	레위기 22:32, 신명기 32:1, 신명기 32:3, 시편 145:21, 이사야 5:16, 이사야 8:13, 이사야 29:23, 에스겔 36:23, 다니엘 2:44, 다니엘 7:13-14, 마태복음 6:9-13
11:3	시편 37:25
11:4	마가복음 11:25, 에베소서 4:32, 골로새서 3:13, 시편 79:9, 다니엘 9:19, 누가복음 22:46, 고린도 전서 10:13, 야고보서 1:13, 요한 계시록 3:10
11:8	누가복음 18:5
11:9	로마서 12:12, 마태복음 7:7-8
11:10	시편 50:15, 마가복음 11:24, 요한복음 15:7, 야고보서 1:6, 요한 1서 3:22, 요한 1서 5:14
11:11	마태복음 7:9-10
11:13	마태복음 7:11, 야고보서 1:17
11:14	마태복음 12:22, 마태복음 9:32-34
11:15	마태복음 10:25, 마태복음 12:24-30, 마가복음 3:22-27, 요한복음 8:48
11:16	마태복음 12:38, 마가복음 8:11
11:17	요한복음 2:24-25
11:20	출애굽기 8:19, 마태복음 12:28, 누가복음 17:21
11:23	마태복음 12:30
11:24	마태복음 12:43-45
11:26	베드로 후서 2:20
11:27	누가복음 1:46-48
11:28	신명기 29:9, 시편 1:1-2, 시편 112:1, 시편 119:2, 마태복음 7:21, 야고보서 1:25
11:29	마태복음 12:38-42, 마태복음 16:4, 마가복음 8:12
11:30	요나 1:17
11:31	열왕기상 10:1, 역대기하 9:1, 마태복음 12:42
11:32	요나 3:5
11:33	마태복음 5:15, 마가복음 4:21, 누가복음 8:16
11:34	에베소서 1:18, 마태복음 6:22-23
11:38	마태복음 15:2, 마가복음 7:1-5
11:39	마태복음 23:25-26
11:41	예레미야 4:14
11:42	레위기 27:30, 마태복음 23:23-24, 요한복음 7:24
11:43	마태복음 23:6-7, 마가복음 12:38-39, 누가복음 20:46
11:44	마태복음 23:27-28
11:46	마태복음 23:2, 마태복음 23:4
11:47	마태복음 23:29-31
11:48	사도행전 7:52, 히브리서 11:32, 히브리서 11:37
11:49	마태복음 23:34-36
11:50	요한 계시록 18:21, 요한 계시록 18:24
11:51	창세기 4:8, 창세기 4:10, 역대기하 24:20-22
11:52	말라기 2:7-8, 마태복음 23:13, 데살로니가 전서 2:14-16
11:54	마가복음 12:13, 누가복음 20:20
12:1	마태복음 16:6, 마태복음 16:11, 마가복음 8:15
12:2	마태복음 10:26-27, 마가복음 4:22, 누가복음 8:17
12:4	요한복음 15:14, 사도행전 20:24
12:5	이사야 66:24, 마태복음 10:28, 시편 119:120, 이사야 8:13, 히브리서 10:31, 베드로 전서 2:17, 요한 계시록 14:7
12:6	신명기 22:6-7, 마태복음 10:29
12:7	마태복음 10:30, 누가복음 21:18, 마태복음 10:31, 누가복음 12:24
12:8	로마서 10:9, 마태복음 10:32-33
12:9	마가복음 8:38, 누가복음 9:26, 디모데 후서 2:12, 요한 1서 2:23
12:10	마태복음 12:31-32, 마가복음 3:28-29, 히브리서 6:4, 히브리서 6:6, 히브리서 10:26, 요한 1서 5:16
12:11	마태복음 10:19-20, 마가복음 13:11, 누가복음 21:14-15, 베드로 전서 5:6-7
12:12	출애굽기 4:12, 사도행전 6:8, 사도행전 6:10
12:15	출애굽기 20:17, 신명기 5:21, 골로새서 3:5, 디모데 전서 6:7
12:18	야고보서 4:13-16
12:20	시편 39:6, 시편 49:16-19, 잠언 27:1
12:21	전도서 11:9, 마태복음 6:20, 디모데 전서 6:17-19, 야고보서 2:5
12:22	마태복음 6:25-30, 빌립보서 4:6
12:24	욥기 38:41, 시편 147:9, 마태복음 6:26, 누가복음 12:7
12:26	마태복음 6:34
12:27	열왕기상 10:4-7, 역대기하 9:3-6
12:29	마태복음 6:31-32
12:30	역대기하 16:9, 시편 145:15-16, 이사야 65:24, 마태복음 6:7-8, 빌립보서 4:19
12:31	시편 34:10, 이사야 33:15-16, 마태복음 6:33, 디모데 전서 4:8
12:32	요한복음 10:14, 다니엘 7:27, 누가복음 22:28-30, 히브리서 12:28, 야고보서 2:5, 요한 계시록 1:6
12:33	마태복음 19:21, 누가복음 18:22, 사도행전 2:45, 사도행전 4:34-35, 마태복음 6:20-21, 누가복음 16:9, 디모데 전서 6:18-19
