1:1	요한복음 12:48-49, 골로새서 1:15, 요한 계시록 3:14, 요한 계시록 19:11, 요한 계시록 19:13, 잠언 8:22, 잠언 8:30, 요한복음 17:5, 이사야 9:6, 요한복음 1:18, 요한복음 10:35-36, 빌립보서 2:5-6
8:12	이사야 9:2, 이사야 49:6, 마태복음 4:16, 요한복음 1:5, 요한복음 1:9, 요한복음 12:35, 요한복음 12:46, 베드로 전서 2:9, 요한 1서 2:8
8:14	요한복음 7:28, 요한복음 13:3, 요한복음 16:28
8:15	요한복음 7:24
8:16	요한복음 14:10
8:17	신명기 17:6, 신명기 19:15
8:18	요한복음 5:37, 베드로 후서 1:17, 요한 1서 5:9
8:19	요한복음 16:3, 마태복음 11:27, 요한복음 14:7
8:20	마가복음 12:41, 요한복음 7:8, 요한복음 7:30
8:21	요한복음 8:24, 요한복음 7:34, 요한복음 13:33
8:23	요한복음 3:13, 요한복음 3:31, 요한복음 6:62, 요한복음 16:28
8:26	요한복음 18:19-20
8:28	민수기 21:8-9, 다니엘 7:13, 마태복음 26:64, 요한복음 3:14, 요한복음 12:32-33, 갈라디아서 3:13, 마태복음 27:54, 요한복음 5:19, 요한복음 5:30
8:29	요한복음 4:34, 요한복음 14:10, 히브리서 1:9
8:32	요한복음 17:17, 요한복음 18:37, 누가복음 4:18, 로마서 6:14, 로마서 6:22, 야고보서 1:25
8:34	로마서 6:6, 로마서 6:16, 로마서 7:14
8:38	요한복음 5:19, 요한복음 14:10
8:39	마태복음 3:9, 로마서 2:28-29, 로마서 9:7-8, 갈라디아서 3:7, 갈라디아서 3:29
8:40	요한복음 8:26
8:42	요한복음 16:27, 요한 1서 5:1, 요한복음 3:16, 요한복음 5:19, 요한복음 5:30
8:44	창세기 3:15, 히브리서 2:14, 베드로 전서 5:8, 요한 1서 3:8, 창세기 3:4, 고린도 후서 11:3, 고린도 후서 11:14, 요한 계시록 12:9
8:46	고린도 후서 5:21, 히브리서 4:15, 베드로 전서 2:22, 요한 1서 3:5
8:47	요한복음 18:37, 요한복음 10:26, 요한 1서 4:6
8:48	요한복음 4:9, 마태복음 12:24, 요한복음 7:20, 요한복음 10:20
8:50	요한복음 5:41, 요한복음 7:18
8:51	요한복음 5:24, 요한복음 11:25-26, 고린도 전서 15:54, 요한 계시록 20:6
8:54	요한복음 5:41, 요한복음 13:31-32, 사도행전 3:13
8:55	요한복음 7:28-29
8:56	마태복음 13:17, 히브리서 11:13
8:58	잠언 8:22, 요한복음 1:1, 요한복음 17:5, 빌립보서 2:6-7, 골로새서 1:15-17
9:2	요한복음 1:38
9:3	요한복음 11:2-4
9:4	요한복음 4:34, 요한복음 11:9
9:5	이사야 42:6-7, 이사야 49:6, 이사야 61:1, 요한복음 1:5, 요한복음 1:9, 요한복음 8:12
9:6	마가복음 8:23
9:7	열왕기하 5:10, 열왕기하 5:14, 이사야 42:7
9:11	요한복음 9:7
9:14	요한복음 9:6, 누가복음 13:14, 요한복음 5:8-9
9:16	출애굽기 20:9-10, 요한복음 3:2, 누가복음 12:51, 요한복음 7:12, 요한복음 7:43, 요한복음 10:19
9:17	요한복음 4:19
9:22	요한복음 7:13, 요한복음 19:38, 누가복음 6:22, 요한복음 12:42, 요한복음 16:2
9:31	시편 66:18, 잠언 28:9, 이사야 1:15, 시편 34:15, 잠언 15:29
9:33	요한복음 3:1-2, 요한복음 5:36
9:34	요한복음 9:22, 요한복음 16:2
9:37	요한복음 4:25-26
9:39	누가복음 4:18, 요한복음 12:46, 이사야 29:14, 마태복음 11:25, 마태복음 13:13, 요한복음 3:19, 사도행전 28:25-28
9:40	마태복음 15:14
9:41	요한복음 15:22, 요한복음 15:24
10:1	마태복음 7:15
10:2	마태복음 26:31, 마가복음 14:27, 요한복음 10:11
10:3	누가복음 1:17, 요한복음 3:28, 요한복음 10:27, 요한복음 14:15
10:5	갈라디아서 1:8, 골로새서 2:8, 요한 계시록 2:2
10:7	요한복음 14:6, 에베소서 2:18
10:9	요한복음 21:17
10:10	마태복음 7:15
10:11	에스겔 34:23, 마태복음 9:36, 사무엘상 17:34-35, 마태복음 20:28, 히브리서 13:20
10:14	요한복음 10:27
10:15	마태복음 11:27, 마태복음 20:28, 요한복음 15:13, 요한 1서 3:16
10:16	누가복음 12:32, 에스겔 34:23, 에스겔 37:24, 베드로 전서 5:4
10:17	이사야 53:12, 빌립보서 2:8, 히브리서 2:9, 히브리서 12:2, 요한복음 3:35, 요한복음 17:23
10:18	사도행전 2:23-24
10:19	누가복음 12:51, 요한복음 7:12, 요한복음 9:16
10:20	마태복음 11:18-19, 요한복음 7:20, 요한복음 8:48
10:23	사도행전 3:11, 사도행전 5:12
